id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language,,,,,,,,,,
3487,Red Hot Reunion,Bella Andre,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Mar 2007,288,SIMON & SCHUSTER,English,,,,,,,,,,
3488,Venus in Furs,Leopold von Sacher-Masoch,Classic Books & Novels:Erotic Fiction:Historical Fiction,31 Mar 2008,120,Tark Classic Fiction,English,,,,,,,,,,
3489,White Stains & the Nameless Novel,Aleister Crowley,Classic Books & Novels:Erotic Fiction,30 Jun 2012,190,Wet Angel Books,English,,,,,,,,,,
3490,El éxtasis de Gabriel,Sylvain Reynard:Lara Agnelli,Erotic Fiction:Romance:Romance Books,16 Sep 2014,480,Booket,Spanish,,,,,,,,,,
3491,Pushing the Limits : Rafe & Nicole Book 1,C. C. Gibbs,Erotic Fiction,07 May 2015,432,Quercus Publishing,English,,,,,,,,,,
3492,THE 1950s SPANKING CHRONICLES : TRUE SPANKING STORIES FROM THE FIFTIES VOLUME 1: True Accounts from the Nineteen-Fifties the Golden Age of Spanking: Erotic Spanking Discipline Spanking Punishment Spanking Corporal Punishment Domestic Discipline OTK,Sasha Cave,Erotic Fiction,10 Nov 2011,188,Lincoln Publishing Inc,English,,,,,,,,,,
3493,Warrior,Cheryl Brooks,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2009,328,Sourcebooks Inc,English,,,,,,,,,,
3494,A Private Collection: Black Lace Classics,Sarah Fisher,Erotic Fiction:Romance:Romance Books,01 May 2014,320,Ebury Publishing,English,,,,,,,,,,
3495,InSEXts Volume 1 : Chrysalis,Marguerite Bennett:Mike Marts:Ariela Kristantina,Contemporary Fiction:Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga:Graphic Novels: Manga:Graphic Novels: Manga,13 Sep 2016,152,Aftershock Comics,English,,,,,,,,,,
3496,Hot and Haunted,Megan Hart,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Feb 2013,210,HarperCollins Publishers Inc,English,,,,,,,,,,
3497,A Talent for Surrender,Madeline Bastinado,Erotic Fiction,22 Apr 2010,272,Ebury Publishing,English,,,,,,,,,,
3498,Lesbian Pulp Fiction : The Sexually Intrepid World of Lesbian Paperback Novels 1950-1965,Katherine V. Forrest,Anthologies (non-poetry):Literary Studies: General:Contemporary Fiction:Erotic Fiction,30 Jun 2005,440,Cleis Press,English,,,,,,,,,,
3499,Rose Bride (Lust in the Tudor court - Book Three),Elizabeth Moss,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,17 Jul 2014,336,Hodder & Stoughton General Division,English,,,,,,,,,,
3500,The Night Off,Meghan O'Brien,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,19 Aug 2012,264,BELLA BOOKS,English,,,,,,,,,,
3501,La Magia de Ser Nosotros / The Magic of Being Ourselves,Elisabet Benavent,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2017,519,Suma,Spanish,,,,,,,,,,
3502,A Dom Is Forever,Lexi Blake,Erotic Fiction,12 Nov 2012,448,Dlz Entertainment,English,,,,,,,,,,
3503,Total Abandon,Opal Carew,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 May 2011,256,Griffin Publishing,English,,,,,,,,,,
3504,She'S on Top : Erotic Stories of Female Dominance and Male Submission,Rachel Kramer Bussel,Erotic Fiction,02 Apr 2007,220,Cleis Press,English,,,,,,,,,,
3505,Butcher & Other Erotica,Alina Reyes,Contemporary Fiction:Erotic Fiction,01 May 1996,192,Avalon Travel Publishing,English,,,,,,,,,,
3506,Promises,Marie Sexton,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jan 2010,216,Dreamspinner Press,English,,,,,,,,,,
3507,Cooking up a Storm,Emma Holly,Erotic Fiction,09 Mar 2010,288,Ebury Publishing,English,,,,,,,,,,
3508,Parasite Dr. Suzune Volume 1,Haruki,Erotic Fiction:Graphic Novels: Manga:Graphic Novels: Manga,12 Nov 2013,200,801 MEDIA,English,,,,,,,,,,
3509,Into The Light,Alice Raine,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Aug 2015,240,Accent Press Ltd,English,,,,,,,,,,
3510,Tempted,Megan Hart,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Nov 2012,432,HarperCollins Publishers,English,,,,,,,,,,
3511,Bound To Please,Lilli Feisty,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 May 2009,336,Little Brown & Company,English,,,,,,,,,,
3512,Mi hombre. Obsesión,Jodi Ellen Malpas:Vicky Charques:Marisa Rodriguez,Erotic Fiction,28 Jan 2015,560,Booket,Spanish,,,,,,,,,,
3513,Hotel of Seduction : The Complete Novel,Marina Anderson,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Sep 2015,416,Little Brown Book Group,English,,,,,,,,,,
3514,Caught Running,Abigail Roux:Madeleine Urban,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Dec 2007,236,Dreamspinner Press,English,,,,,,,,,,
3515,No One to Trust : A Novel,Iris Johansen,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books,01 Sep 2003,301,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3516,Odd Child Out,Gilly MacMillan,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers,03 Oct 2017,404,William Morrow & Company,English,,,,,,,,,,
3517,Beauty from Surrender (Beauty Series #2),Georgia Cates,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,350,Createspace Independent Publishing Platform,English,,,,,,,,,,
3518,Shatter,Michael Robotham,Contemporary Fiction:Thriller Books:Thrillers,26 Jan 2012,472,Little Brown & Company,English,,,,,,,,,,
3519,Sex Criminals Volume 5 : Five-Fingered Discount,Matt Fraction:Chip Zdarsky,Fantasy:Fantasy Books:Erotic Fiction:Romance:Romance Books:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,14 Aug 2018,136,Image Comics,English,,,,,,,,,,
3520,Anything He Wants & Castaway,Sara Fawkes,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Oct 2014,661,St. Martin's Griffin,English,,,,,,,,,,
3521,Personal Assets,Emma Holly,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Sep 2005,293,Penguin Putnam Inc,English,,,,,,,,,,
3522,Hardpressed : The Hacker Series #2,Meredith Wild,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Jun 2015,313,Little Brown & Company,English,,,,,,,,,,
3523,What a Reckless Rogue Needs,Vicky Dreiling,Contemporary Fiction:Erotic Fiction:Historical Romance:Historical Romance,27 Mar 2014,400,Little Brown & Company,English,,,,,,,,,,
3524,Raced,K. Bromberg,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Sep 2016,158,Diversion Books,English,,,,,,,,,,
3525,How to Write a Dirty Story : Reading Writing and Publishing Erotica,Susie Bright,Writing & Editing Guides:Semantics:Erotic Fiction,05 Feb 2002,302,SIMON & SCHUSTER,English,,,,,,,,,,
3526,Surrender to Me,Shayla Black,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jul 2013,353,Penguin Putnam Inc,English,,,,,,,,,,
3527,Powder and Patch,Georgette Heyer,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,01 Jan 2010,192,Sourcebooks Casablanca,English,,,,,,,,,,
3528,Valeria en el espejo,Elisabet Benavent,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,26 Jan 2016,439,DEBOLSILLO,Spanish,,,,,,,,,,
3529,Knight and Play,Kitty French,Erotic Fiction,26 Sep 2013,224,Createspace,English,,,,,,,,,,
3530,Still Missing,Chevy Stevens,Contemporary Fiction:Thriller Books:Thrillers,24 May 2011,362,St Martin's Press,English,,,,,,,,,,
3531,The Darker Side of Pleasure,Eden Bradley,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,25 Sep 2007,319,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3532,He Claims Me : The Seen Trilogy: Part Three,Cynthia Sax,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Aug 2013,109,Avon Red Impulse,English,,,,,,,,,,
3533,Twin Fantasies,Opal Carew,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Aug 2007,288,Griffin Publishing,English,,,,,,,,,,
3534,Velvet Glove,Emma Holly,Erotic Fiction,22 Apr 2010,272,Ebury Publishing,English,,,,,,,,,,
3535,Razer's Ride,Jamie Begley,Erotic Fiction,10 Jun 2013,228,Young Ink Press LLC,English,,,,,,,,,,
3536,Strokes of Genius,Kitty Von Klass,Erotic Fiction,26 Jan 2012,74,Feedaread.com,English,,,,,,,,,,
3537,Asarotica,Asa Akira,Erotic Fiction:Sex & Sexuality Sex Manuals,28 Nov 2017,216,Cleis Press,English,,,,,,,,,,
3538,Lana : A Novella,R K Lilley,Erotic Fiction,11 Mar 2013,None,R.K. Lilley,English,,,,,,,,,,
3539,The Lover,Robin Schone,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,01 Jul 2002,400,Kensington Publishing,English,,,,,,,,,,
3540,Wolf Tales: Bk. 7,Kate Douglas,Erotic Fiction:Romance:Romance Books,05 Jan 2009,256,Kensington Publishing,English,,,,,,,,,,
3541,Steamlust : Steampunk Erotic Romance,Kristina Wright,Erotic Fiction:Romance:Romance Books,20 Oct 2011,256,Cleis Press,English,,,,,,,,,,
3542,Addicted to You,Beth Kery,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jun 2011,341,Penguin Putnam Inc,English,,,,,,,,,,
3543,An Irish Country Love Story : A Novel,Patrick Taylor,Contemporary Fiction,20 Sep 2017,400,St Martin's Press,English,,,,,,,,,,
3544,Semmelweiss,Louis-Ferdinand Celine,Biography: General:Contemporary Fiction:Erotic Fiction:Short Story Books,31 Dec 2014,80,Atlas Press,English,,,,,,,,,,
3545,Wolf Bride (Lust in the Tudor court - Book One),Elizabeth Moss,Erotic Fiction:Romance:Romance Books:Historical Romance:Historical Romance,07 Nov 2013,352,Hodder & Stoughton General Division,English,,,,,,,,,,
3546,BedTime PlayTime: Ellora's Cave ,Jaid Black,Erotic Fiction:Romance:Romance Books:Short Story Books,01 Aug 2007,224,SIMON & SCHUSTER,English,,,,,,,,,,
3547,And Then You Die : A Novel,Iris Johansen,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Oct 1998,322,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3548,Got a Minute? : 60 Second Erotica,Alison Tyler,Erotic Fiction:Short Story Books,26 Aug 2010,240,Cleis Press,English,,,,,,,,,,
3549,The End of the Innocence,Alessandra Torre,Erotic Fiction,23 Mar 2014,448,Dca Inc.,English,,,,,,,,,,
3550,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,,,,,,,,,,
3551,The Anatomy of Dreams,Chloe Benjamin,Contemporary Fiction,16 Sep 2014,311,Atria Books,English,,,,,,,,,,
3552,Mystery,Jonathan Kellerman,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers,19 Jan 2018,404,Random House USA Inc,English,,,,,,,,,,
3553,Jeweled,Anya Bast,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Nov 2010,312,Penguin Putnam Inc,English,,,,,,,,,,
3554,Knight and Stay,Kitty French,Erotic Fiction,26 Sep 2013,211,Createspace Independent Publishing Platform,English,,,,,,,,,,
3555,Best Lesbian Erotica 2014,Kathleen Warnock,Contemporary Fiction:Erotic Fiction,23 Jan 2014,244,Cleis Press,English,,,,,,,,,,
3556,Find Me (Found Duet - Book 2),Laurelin Paige,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Sep 2015,260,Paige Press,English,,,,,,,,,,
3557,Butterfly,Kathryn Harvey,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2012,526,Turner,English,,,,,,,,,,
3558,Bound by Hatred,Cora Reilly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Apr 2015,311,Createspace Independent Publishing Platform,English,,,,,,,,,,
3559,La hermandad de la Daga Negra 12. El rey,John Robert Ward,Erotic Fiction:Romance:Romance Books:People & Places,19 Jan 2016,688,Suma,Spanish,,,,,,,,,,
3560,Jake,R C Ryan,Westerns:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Feb 2013,438,FOREVER,English,,,,,,,,,,
3561,His to Claim,Opal Carew,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Sep 2014,274,St. Martin's Griffin,English,,,,,,,,,,
3562,Richard Matheson Volume 2 : Collected Stories,Richard Matheson,Contemporary Fiction:Erotic Fiction:Short Story Books,01 Mar 2005,453,Gauntlet Press,English,,,,,,,,,,
3563,A Girl Walks into a Bar : Choose Your Own Erotic Destiny,Helena S. Paige,Erotic Fiction,20 Feb 2014,320,Little Brown Book Group,English,,,,,,,,,,
3564,Crossfire 2. Reflejada en ti,Sylvia Day:María Jesús Asensio Tudela:Jesús de la Torre Olid,Erotic Fiction:Romance:Romance Books:English Language: Reading & Writing Skills,03 Feb 2014,432,Booket,Spanish,,,,,,,,,,
3565,Sorpréndeme,Megan Maxwell,Erotic Fiction:Romance:Romance Books,08 Apr 2015,430,Booket,Spanish,,,,,,,,,,
3566,Helen And Desire,Alexander Trocchi:Edwin Morgan,Contemporary Fiction:Erotic Fiction,01 Apr 2013,176,Canongate Books Ltd,English,,,,,,,,,,
3567,Seduce Me,Georgia Le Carre,Erotic Fiction,30 May 2014,None,Georgia Le Carre,English,,,,,,,,,,
3568,Love in Rewind,Tali Alexander,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Apr 2014,360,Love in Rewind,English,,,,,,,,,,
3569,Bedtime Stories : A Collection of Erotic Fairy Tales,Jean Johnson,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Apr 2010,356,Penguin Putnam Inc,English,,,,,,,,,,
3570,Falling Into Us,Jasinda Wilder,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Aug 2013,524,Seth Clarke,English,,,,,,,,,,
3571,Duchess Hunt,Jennifer Haymore,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,27 Jun 2013,400,Little Brown & Company,English,,,,,,,,,,
3572,Hell's Sinner,Bella Jewel,Erotic Fiction:Romance:Romance Books,19 Aug 2013,209,Createspace,English,,,,,,,,,,
3573,Lovers & Madmen,Roy Stuart,Erotic & Nude Photography:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2017,320,Edition Skylight,French German,,,,,,,,,,
3574,Fast Girls : Erotica for Women,Rachel Kramer Bussel,Erotic Fiction:Short Story Books,22 Jul 2010,256,Cleis Press,English,,,,,,,,,,
3575,Quinn,R C Ryan,Contemporary Fiction:Westerns:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2012,352,FOREVER,English,,,,,,,,,,
3576,Pleasure Bound,Opal Carew,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Dec 2010,288,Griffin Publishing,English,,,,,,,,,,
3577,Crash Into You,Roni Loren,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jan 2012,323,Penguin Putnam Inc,English,,,,,,,,,,
3578,While My Wife's Away,James Lear,Erotic Fiction,25 Jul 2017,240,Cleis Press,English,,,,,,,,,,
3579,The Palace of Varieties,James Lear,Contemporary Fiction:Erotic Fiction,12 Jun 2008,280,Cleis Press,English,,,,,,,,,,
3580,Mi hombre. Seducción,Jodi Ellen Malpas:Vicky Charques:Marisa Rodriguez,Erotic Fiction,28 Jan 2015,560,Booket,Spanish,,,,,,,,,,
3581,Oola,Brittany Newell,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Apr 2017,268,HarperCollins Publishers,English,,,,,,,,,,
3582,All He Wants,C C Gibbs,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Sep 2013,374,Little Brown & Company,English,,,,,,,,,,
3583,Zombie Tramp Volume 1,Dan Mendoza,Horror:Horror:Science Fiction:Science Fiction:Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,22 Oct 2013,128,Action Lab Entertainment Inc.,English,,,,,,,,,,
3584,Mystery (Alex Delaware series Book 26) : A shocking thrilling psychological crime novel,Jonathan Kellerman,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers,13 Oct 2011,384,Headline Publishing Group,English,,,,,,,,,,
3585,Best Gay Erotica 2011,Richard LaBonte,Anthologies (non-poetry):Contemporary Fiction:Erotic Fiction,27 Jan 2011,256,Cleis Press,English,,,,,,,,,,
3586,The Curse of the Dragon God : A Gay Adventure,Geoffrey Knight,Contemporary Fiction:Adventure Books:Erotic Fiction,21 Jul 2011,288,Cleis Press,English,,,,,,,,,,
3587,Undeniable,Alison Kent,Westerns:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,342,Heat,English,,,,,,,,,,
3588,Unlaced,Jaci Burton,Contemporary Fiction:Erotic Fiction:Short Story Books,02 Dec 2008,448,Penguin Putnam Inc,English,,,,,,,,,,
3589,Broken Innocence : The Alpha Billionaire Romance Series,Bridget Taylor,Erotic Fiction,19 May 2016,492,Createspace Independent Publishing Platform,English,,,,,,,,,,
3590,Addicted : A Novel,Zane,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Feb 2013,336,Atria Books,English,,,,,,,,,,
3591,La redención de Gabriel,Sylvain Reynard:Lara Agnelli,Erotic Fiction,None,576,Booket,Spanish,,,,,,,,,,
3592,In Deep Waters 2 : Cruising the Strip,Radclyffe:Karin Kallmaker,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,13 May 2008,288,BELLA BOOKS,English,,,,,,,,,,
3593,Yours Completely,Joya Ryan,Erotic Fiction,13 Oct 2015,224,Little Brown Book Group,English,,,,,,,,,,
3594,Montana Heat: True to You,Jennifer Ryan,Crime:Crime Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Mar 2018,384,HarperCollins Publishers Inc,English,,,,,,,,,,
3595,Only With You,Lauren Layne,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Aug 2014,352,Little Brown & Company,English,,,,,,,,,,
3596,Please Sir : Erotic Stories of Female Submission,Rachel Kramer Bussel,Erotic Fiction:Short Story Books,27 May 2010,216,Cleis Press,English,,,,,,,,,,
3597,Flogging,Joseph Bean,Erotic Fiction:Gay Studies (Gay Men):Sex & Sexuality Sex Manuals,25 Feb 2015,137,Greenery Press,English,,,,,,,,,,
3598,Monday Mornings,Sanjay Gupta,Contemporary Fiction,10 Mar 2013,304,Little Brown & Company,English,,,,,,,,,,
3599,The Royal Family,William T. Vollmann,Contemporary Fiction:Crime:Crime Fiction:Adventure Books:Erotic Fiction,10 Nov 2001,780,Penguin Books Ltd,English,,,,,,,,,,
3600,Rescatada Por Ti,Maya Banks,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jul 2016,301,Roca Editorial,Spanish,,,,,,,,,,
3601,All He Needs,C C Gibbs,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Dec 2013,432,Little Brown & Company,English,,,,,,,,,,
3602,Crossfire V. Somos uno,Sylvia Day:María Jesús Asensio Tudela:Jesús de la Torre Olid,Erotic Fiction:Romance:Romance Books,08 Apr 2016,496,Espasa Libros S.L.,Spanish,,,,,,,,,,
3603,A Dangerous Thing : The Adrien English Mysteries,Josh Lanyon,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 May 2012,None,Just Joshin,English,,,,,,,,,,
3604,Sexy Beast: v. 7,Kate Douglas:Anitra Lynn McLeod:Shelli Stevens,Erotic Fiction:Romance:Romance Books,01 Sep 2009,256,Kensington Publishing,English,,,,,,,,,,
3605,Best Lesbian Romance 2012,Radclyffe,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,19 Jan 2012,220,Cleis Press,English,,,,,,,,,,
3606,Shades of Gray,Brooke McKinley,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,31 Oct 2009,298,Dreamspinner Press,English,,,,,,,,,,
3607,Shade's Fall,Jamie Begley,Erotic Fiction,21 Mar 2014,456,Young Ink Press LLC,English,,,,,,,,,,
3608,The Warrior's Viking Bride,Michelle Styles,Erotic Fiction:Historical Romance:Historical Romance,22 Feb 2018,368,HarperCollins Publishers,English,,,,,,,,,,
3609,Resisting Her,Kendall Ryan,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Apr 2013,292,Createspace Independent Publishing Platform,English,,,,,,,,,,
3610,Hard Time,Cara McKenna,Erotic Fiction:Romance:Romance Books,30 Jun 2015,352,Little Brown Book Group,English,,,,,,,,,,
3611,Desire for Three [Desire Oklahoma 1],Leah Brooke,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2008,228,Siren Publishing,English,,,,,,,,,,
3612,Angel's Tip,Alafair Burke,Contemporary Fiction:Crime:Crime Fiction,19 Jun 2012,353,Harper Paperbacks,English,,,,,,,,,,
3613,Kiss it Better,Portia Da Costa,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,288,Ebury Publishing,English,,,,,,,,,,
3614,Dark Spirit,Kate Douglas,Horror:Horror:Erotic Fiction:Romance:Romance Books,20 Jan 2014,175,Beyond the Page Publishing,English,,,,,,,,,,
3615,Sweet Restraint,Beth Kery,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2009,326,Berkley Publishing Group,English,,,,,,,,,,
3616,Best Lesbian Romance 2011,Radclyffe,Anthologies (non-poetry):Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,03 Feb 2011,256,Cleis Press,English,,,,,,,,,,
3617,Pride and Prejudice: The Wild and Wanton Edition : The Wild and Wanton Edition,Michelle M. Pillow:Jane Austen,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jan 2011,480,Adams Media Corporation,English,,,,,,,,,,
3618,Bedding Down : A Collection of Winter Erotica,Rachel Kramer Bussel,Erotic Fiction,02 Dec 2008,259,HarperCollins Publishers Inc,English,,,,,,,,,,
3619,Wes and Toren,J M Colail,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jan 2009,294,Dreamspinner Press,English,,,,,,,,,,
3620,All U Can Eat,Emma Holly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 May 2007,336,Penguin Putnam Inc,English,,,,,,,,,,
3621,A Darker Place : A Novel,Laurie R. King,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Jan 2000,477,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3622,The Mammoth Book of Erotic Romance and Domination,Maxim Jakubowski,Anthologies (non-poetry):Erotic Fiction,15 May 2014,560,Little Brown Book Group,English,,,,,,,,,,
3623,Pídeme lo que quieras o déjame,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 Jul 2013,416,Editorial Planeta S.A.,Spanish,,,,,,,,,,
3624,The Prince with No Heart : An Erotic Fairytale,Emma Holly,Erotic Fiction,06 Aug 2011,124,Emma Holly,English,,,,,,,,,,
3625,City Maid,Amelia Evangeline,Erotic Fiction,22 Apr 2010,256,Ebury Publishing,English,,,,,,,,,,
3626,Wild Heat,Lucy Monroe,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jul 2015,352,Little Brown & Company,English,,,,,,,,,,
3627,More Than Want You,Shayla Black,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Mar 2017,286,Shelley Bradley LLC,English,,,,,,,,,,
3628,Threesomes : When One Lover is Not Enough,Miranda Forbes:Sommer Marsden:Thomas S. Roche:Lana Fox:Malin James:Josephine Myles:Emma Richardson:Darla White:Elizabeth Coldwell:Kay Jaybee,Erotic Fiction,06 Jun 2011,208,Accent Press Ltd,English,,,,,,,,,,
3629,After Dark : A Novel,Phillip M. Margolin,Contemporary Fiction:Thriller Books:Thrillers:Political & Legal:Political & Legal,01 Jun 1996,384,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3630,Lady Chatterly's Lover,D H Lawrence,Classic Books & Novels:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Mar 2014,302,Gray Rabbit Publishing,English,,,,,,,,,,
3631,Forbidden,Lora Leigh,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jul 2013,352,Pan MacMillan,English,,,,,,,,,,
3632,Stranger,Megan Hart,Erotic Fiction,24 Sep 2013,425,Mira Books,English,,,,,,,,,,
3633,Dangerous Consequences,Pamela Rochford,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,272,Ebury Publishing,English,,,,,,,,,,
3634,Taken,Kelli Maine,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Jan 2013,244,Little Brown & Company,English,,,,,,,,,,
3635,The Happiness Show,Catherine Deveny,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2012,304,Black Inc.,English,,,,,,,,,,
3636,The Burning Man : A Novel,Phillip Margolin,Contemporary Fiction:Thriller Books:Thrillers:Political & Legal:Political & Legal,01 Jul 1997,384,Bantam,English,,,,,,,,,,
3637,Lesbian Lust : Erotic Stories,Sacchi Green,Contemporary Fiction:Erotic Fiction:Short Story Books,19 Aug 2010,224,Cleis Press,English,,,,,,,,,,
3638,Letters to Penthouse: Letters To Penthouse Xxxv Naughty Pleasure Parties Exposed XXXV,Editors of Penthouse,Erotic Fiction,01 Sep 2009,304,Little Brown & Company,English,,,,,,,,,,
3639,The Leather Daddy and the Femme,Carol Queen,Contemporary Fiction:Erotic Fiction,01 Jun 2003,176,Down There PressU.S.,English,,,,,,,,,,
